steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher
9231,Moonchild,April,2016,4.99,"20,000","50,000","35,000",Aldorlea Games,Aldorlea Games
9232,Heroes of the Three Kingdoms 4,November,2020,1.99,"20,000","50,000","35,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
9233,Guardian's Oath,September,2016,0.99,"20,000","20,000","20,000",Nodamex,NDMX Game Studios
9234,The Dwarf Run,October,2015,3.59,"20,000","50,000","35,000",Alexander Mirdzveli,Alexander Mirdzveli
9235,Fighting Fantasy Legends,July,2017,6.99,"20,000","50,000","35,000",Nomad Games,Nomad Games
9236,天天地下城,January,2022,4.99,"20,000","20,000","20,000",BIFROST CLOUD PTE. LTD.,BIFROST CLOUD PTE. LTD.
9237,Atonement 2: Ruptured by Despair,October,2016,5.99,"20,000","50,000","35,000",Astronomic Games,New Reality Games
9238,Wanda - A Beautiful Apocalypse,June,2016,1.99,"100,000","200,000","150,000",Kodots Games,Kodots Games
9239,Lootun,August,2022,4.99,"20,000","20,000","20,000",ArrowSoftGames,ArrowSoftGames
9240,Rogue Star Rescue,February,2021,14.99,"20,000","20,000","20,000",Chute Apps,Chute Apps
9241,茉莉之夏 Jasmine Summer,December,2018,6.99,"20,000","20,000","20,000",JasmineSummer Project,JasmineSummer Project
9242,PropHunter,August,2021,3.99,"20,000","20,000","20,000",Alone Fox Games,Alone Fox Games
9243,Pixel Survivors : Roguelike,June,2022,2.09,"20,000","20,000","20,000",Amrita,Amrita
9244,Might is Right,February,2021,9.99,"20,000","20,000","20,000",Lazy Kitty,Lazy Kitty
9245,Sometimes Always Monsters,April,2020,19.99,"20,000","20,000","20,000",Vagabond Dog,Vagabond Dog
9246,ANIME REDEMPTION,February,2020,1.99,"20,000","20,000","20,000",Konnichiwa Games,Konnichiwa Games
9247,Decay of Logos,August,2019,19.99,"20,000","20,000","20,000",Amplify Creations,Rising Star Games
9248,Class of '09,June,2021,9.99,"20,000","20,000","20,000",SBN3,SBN3
9249,Sovietpunk: Chapter one,April,2021,0.99,"20,000","50,000","35,000",Hot Chill,Hot Chill
9250,Sword and Fairy 4,June,2021,12.99,"20,000","20,000","20,000",SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT
9251,Dissimilated Land,August,2018,11.99,"20,000","20,000","20,000",Steel Wing,Ggame Studio
9252,Strategy & Tactics: Dark Ages,August,2017,14.99,"50,000","100,000","75,000",HeroLabs,HeroLabs
9253,The Yellow King,February,2020,24.99,"20,000","50,000","35,000",Spellbook,www.Spellbook.com
9254,Ken ga Kimi: Momoyo Tsuzuri,December,2020,49.99,"20,000","20,000","20,000",Rejet,Beijing Happy Entertainment Technology
9255,Super Dungeon Tactics,December,2016,9.99,"20,000","50,000","35,000",Underbite Games,Underbite Games
9256,Town Of The Dead Life 死寂之城,January,2021,5.99,"20,000","50,000","35,000",吉祥与如意工作室,吉祥与如意工作室
9257,CYBER EMOJI TALE 2099,March,2021,0.99,"50,000","100,000","75,000",MICROCHELIK5000,MICROCHELIK5000
9258,阿比斯的宝藏 - Treasure of abyss,September,2018,6.99,"50,000","100,000","75,000",心之初,心之初
9259,Pixel Hentai Mosaic,June,2018,0.99,"20,000","20,000","20,000",Wolfgangis,Wolfgangis
9260,ValeGuard,August,2018,9.99,"20,000","50,000","35,000",Lost Tower Games,Lost Tower Games
9261,Surviving Titan,April,2020,4.99,"20,000","20,000","20,000",Dynamic Zero,Dynamic Zero
9262,Data Hacker: Reboot,April,2015,0.99,"100,000","200,000","150,000",New Reality Games,New Reality Games
9263,The Dark Stone from Mebara,February,2015,7.99,"100,000","200,000","150,000",Jerseyware Gaming,KISS ltd
9264,Time Break Chronicles,September,2020,14.99,"50,000","100,000","75,000","Warrior General Games, LLC","Warrior General Games, LLC"
9265,Knight Bewitched,April,2018,4.99,"20,000","20,000","20,000",Joshua Keith,Joshua Keith
9266,Last Lovers 绿洲之爱,March,2022,8.99,"20,000","20,000","20,000","P. G. 制作组, V.P. TEAM","V.P. TEAM, WindField Games"
9267,烈山海一(BMS1),October,2020,12.99,"20,000","20,000","20,000",图纳密游戏,图纳密游戏
9268,The Harem Life of Peerless Swordsmen,June,2022,5.59,"20,000","20,000","20,000",Hera Games,Hera Games
9269,Raubritter,July,2022,19.99,"50,000","100,000","75,000",Medieval Bytes,Sartorian
9270,Mechanic Miner,February,2020,19.99,"20,000","20,000","20,000",Hello John,Hello John
9271,Purrfect Apawcalypse: Purrgatory Furever,April,2021,5.99,"20,000","20,000","20,000","Denny Truong, Andy Schneider",90% Studios
9272,Featherfall,January,2020,2.99,"20,000","20,000","20,000",Sokpop Collective,Sokpop Collective
9273,Discovery Tour by Assassin’s Creed: Ancient Egypt,February,2018,19.99,"20,000","20,000","20,000",Ubisoft Montreal,Ubisoft
9274,Psy High,December,2014,4.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9275,Epic Quest of the 4 Crystals,September,2015,0.49,"50,000","100,000","75,000",RosePortal Games,Aldorlea Games
9276,Artifact Adventure,May,2015,6.99,"20,000","50,000","35,000",bluffman,PLAYISM
9277,Empire Architect,October,2017,14.99,"20,000","50,000","35,000",Batholith Entertainment,Batholith Entertainment
9278,Tiny-Tasy Town,October,2018,1.99,"20,000","20,000","20,000",Rabbiroo,INDIECN
9279,The Tale of a Common Man,September,2016,5.99,"20,000","20,000","20,000",Aldorlea Games,Aldorlea Games
9280,Einlanzer,March,2017,3.99,"20,000","50,000","35,000",Andrew Ryan Henke,Nostalgia Addict Games
9281,Fission Superstar X,May,2019,14.99,"20,000","20,000","20,000",Turbo Pelvis 3000 inc.,Turbo Pelvis 3000 inc.
9282,DragonFangZ - The Rose & Dungeon of Time,February,2018,24.99,"20,000","20,000","20,000",Toydea Inc.,Toydea Inc.
9283,Battle Mages,November,2003,3.99,"20,000","50,000","35,000",Targem Games,ESDigital Games
9284,Live Empire,November,2020,2.99,"20,000","50,000","35,000","Happy Max, Gemini Stars Games",Happy Max
9285,Fururu Project : Ruby,February,2019,4.99,"20,000","20,000","20,000",Meowshmallow Studio,Meowshmallow Studio
9286,Vestaria Saga II: The Sacred Sword of Silvanister,July,2022,19.99,"20,000","20,000","20,000",Vestaria Project,"DANGEN Entertainment, Gamera Games"
9287,Fishing Paradiso,June,2022,14.99,"20,000","20,000","20,000",Odencat,Odencat
9288,The Legend of Heroes: Sen no Kiseki IV -THE END OF SAGA-,December,2021,22.49,"20,000","20,000","20,000",Nihon Falcom,Clouded Leopard Entertainment
9289,Ancient Wars: Sparta Definitive Edition,January,2022,19.99,"20,000","20,000","20,000",JOTASOFT STUDIOS,JOTASOFT STUDIOS
9290,Realms of Arkania: Star Trail,August,2017,29.99,"20,000","20,000","20,000","United Independent Entertainment GmbH, Crafty Studios",United Independent Entertainment
9291,Lost Scavenger,January,2022,14.99,"20,000","50,000","35,000",Rockbee,Rockbee
9292,Noir Syndrome,April,2014,4.99,"20,000","50,000","35,000",Glass Knuckle Games,Glass Knuckle Games
9293,A Front Too Far: Normandy,December,2018,4.99,"20,000","20,000","20,000",Marco Amadei,Corvostudio di Amadei Marco
9294,亭上满月映西枝~The Forever Moon,June,2020,1.99,"20,000","20,000","20,000",凝冰剑斩,凝冰剑斩
9295,Pandamonia 潘德莫尼亚,April,2019,0.99,"20,000","20,000","20,000",Running Hoffman,Running Hoffman
9296,Captain Bones,July,2022,19.99,"20,000","20,000","20,000",Saygın Karahan,World of Poly
9297,Mecha Ace,June,2014,4.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9298,KAKUSANKIBOU / 扩散希望,January,2018,2.99,"20,000","20,000","20,000",あみそ組,"Pujia8 Studio, Gamera Game"
9299,This Merchant Life,September,2019,10.99,"20,000","20,000","20,000",Inexplicable Games,Inexplicable Games
9300,Black Legend,March,2021,19.99,"20,000","50,000","35,000",Warcave,Warcave
9301,Epic Battle Fantasy Collection,May,2009,7.99,"20,000","20,000","20,000",Matt Roszak,Matt Roszak
9302,Sabres of Infinity,June,2013,2.99,"20,000","20,000","20,000",Hosted Games,Hosted Games
9303,BatMUD,November,2019,4.99,"20,000","20,000","20,000","Antti A. Luostarinen, Emil Nilimaa, Niklas Lindroos, Matti A. Virtanen, Riku-Ville Mäkelä, Lauri Holmas, Polar Night Software Sp. z o.o.",Balanced Alternative Techniques ry
9304,1931: Scheherazade at the Library of Pergamum,March,2015,4.99,"50,000","100,000","75,000","Black Chicken Studios, inc.","Black Chicken Studios, inc."
9305,iGrow Game,September,2014,0.99,"50,000","100,000","75,000",iDev Games,iDev Games
9306,Hero Generations,April,2015,5.99,"20,000","50,000","35,000",Heart Shaped Games LLC,Heart Shaped Games LLC
9307,Grotesque Tactics 2 – Dungeons and Donuts,November,2011,1.99,"50,000","100,000","75,000",Silent Dreams,Headup
9308,Drayt Empire,July,2016,0.99,"200,000","500,000","350,000",RPG Video,Back To Basics Gaming
9309,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,August,2020,7.99,"20,000","50,000","35,000",MAGES. Inc.,PQube
9310,Heroes of the Three Kingdoms 5,November,2020,3.99,"20,000","50,000","35,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
9311,Dad Quest,August,2018,12.99,"20,000","50,000","35,000",Sundae Month,Excalibur Publishing
9312,Counter Spell,October,2015,9.99,"20,000","20,000","20,000",Abnormal Software,Abnormal Software
9313,Defend the Rook,October,2021,10.79,"50,000","100,000","75,000",One Up Plus,"Goblinz Publishing, Maple Whispering Limited"
9314,Din's Legacy,August,2019,9.99,"20,000","50,000","35,000",Soldak Entertainment,Soldak Entertainment
9315,Shieldwall Chronicles: Swords of the North,December,2018,14.99,"20,000","50,000","35,000",Wave Light Games Inc.,Wave Light Games Inc.
9316,Card Crawl,February,2018,2.99,"20,000","50,000","35,000",Arnold Rauers,Arnold Rauers
9317,Single Diary: Fresh Graduate,November,2019,6.99,"20,000","20,000","20,000",Themis digital entertainment Co.,"Firmiana Game, Themis digital entertainment Co."
9318,Alum,May,2015,4.99,"20,000","50,000","35,000",Crashable Studios,N/A
9319,AntharioN,July,2015,14.99,"50,000","100,000","75,000",Orphic Software,Orphic Software
9320,审判者,April,2021,9.99,"20,000","50,000","35,000",水思维,ssw
9321,Sylphy and the Sleepless Island,October,2021,15.99,"20,000","20,000","20,000",Milky Way,Kagura Games
9322,Duck Life,November,2020,3.99,"20,000","20,000","20,000",Wix Games,MoFunZone Inc
9323,a guard walks into a tavern,April,2021,7.99,"20,000","50,000","35,000",SuQing,SuQing
9324,Fortune-499,May,2018,4.99,"20,000","20,000","20,000",AP Thomson,AP Thomson
9325,Sudoku RPG,February,2021,2.99,"20,000","50,000","35,000",RainbowStudio,RainbowStudio
9326,Talisman: Origins,May,2019,5.99,"20,000","50,000","35,000",Nomad Games,Nomad Games
9327,Zotrix,July,2015,12.99,"20,000","50,000","35,000",ZeroBit Games,Ocean Media LLC
9328,Gobby McGobblenutz Presents: The Art of the Dad Joke: Chapter 1,November,2021,1.99,"20,000","20,000","20,000",Randumb Studios,Randumb Studios
9329,Beyond Reality,January,2016,0.54,"20,000","50,000","35,000",EternalShadow Studios,Aldorlea Games
9330,Demon's Rise - Lords of Chaos,April,2018,6.99,"20,000","50,000","35,000",Wave Light Games Inc.,Wave Light Games Inc.
9331,WarriOrb,April,2020,12.99,"20,000","20,000","20,000",Not Yet,"Not Yet, Maple Whispering Limited"
9332,BQM - BlockQuest Maker-,July,2018,9.99,"20,000","20,000","20,000",Wonderland Kazakiri inc.,"Gamera Games, idealCat"
9333,玉言·离光,August,2021,6.99,"20,000","50,000","35,000",DawnLight Workshop,MedusasGame
9334,Omega Quintet,December,2017,29.99,"20,000","20,000","20,000",Idea Factory,Ghostlight LTD
9335,Devoid of Shadows,July,2017,8.99,"20,000","20,000","20,000","N-Game Studios, Sixteen Squares",ArsLogica LP
9336,精神病大王花 Flowering Abyss,February,2022,7.99,"20,000","20,000","20,000",CHARON,Pujia8 Studio
9337,Vulture for NetHack,February,2005,2.99,"20,000","20,000","20,000",DarkArts Studios,DarkArts Studios
9338,Elminage Gothic,September,2014,9.99,"20,000","50,000","35,000",Starfish-SD Inc,Ghostlight LTD
9339,No Turning Back: The Pixel Art Action-Adventure Roguelike,January,2016,2.99,"50,000","100,000","75,000","ColloseusX, cpmilan",Phat Phrog Studios
9340,WARMA,July,2019,9.99,"50,000","100,000","75,000",BA.D,WARMA Corp
9341,Purrfect Apawcalypse: Patches' Infurno,May,2021,6.99,"20,000","20,000","20,000","Denny Truong, Andy Schneider",90% Studios
9342,Rum & Gun,May,2020,4.99,"20,000","20,000","20,000",Borington,Borington
9343,Heroes Rise: HeroFall,July,2014,3.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9344,The fairy tale you don't know,January,2021,18.99,"20,000","20,000","20,000",Flying Panjandrum / ふらいんぐパンジャンドラム,OTAKU Plan
9345,Peekaboo Lite,March,2021,0.99,"20,000","20,000","20,000",Redaster Studio,Redaster Studio
9346,幻想三国志,January,2022,1.99,"20,000","50,000","35,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
9347,Betrayal At Club Low,September,2022,9.99,"20,000","50,000","35,000",Cosmo D Studios,Cosmo D Studios
9348,东方光耀夜 ~ Lost Branch of Legend,August,2022,29.99,"20,000","20,000","20,000",Alioth Studio,Alioth Studio
9349,梅塔特隆 Metatron,April,2020,15.99,"20,000","20,000","20,000",Ghost Copy,Cheese Games
9350,绽于枝垂樱下~Flowering Across the Hakugyokurou,July,2019,0.99,"20,000","20,000","20,000",凝冰剑斩,凝冰剑斩
9351,Suits: Absolute Power,October,2020,2.49,"20,000","50,000","35,000",Technomancy Studios,Technomancy Studios
9352,Bugs Must Die / 异星特勤队,April,2019,5.99,"20,000","20,000","20,000",DG Games Workshop,DG Games Workshop
9353,Cards of Cthulhu,October,2016,0.99,"20,000","20,000","20,000",Awoker Games,Awoker Games
9354,Void Memory,October,2017,14.99,"20,000","50,000","35,000",Gustav,Gustav
9355,3DRPG,January,2016,0.49,"100,000","200,000","150,000",Doomster Entertainment,Doomster Entertainment
9356,Alpha Kimori 1,March,2014,9.99,"50,000","100,000","75,000",Sherman3D,Sherman3D
9357,Greed: Black Border,January,2010,0.74,"100,000","200,000","150,000","Headup Games, Clockstone",Headup Games
9358,Wild Season,December,2015,16.99,"20,000","20,000","20,000",Quickfire Games,Quickfire Games
9359,Prodigal,October,2020,14.99,"20,000","20,000","20,000",Colorgrave,Colorgrave
9360,The Storm Guard: Darkness is Coming,August,2016,19.99,"20,000","50,000","35,000",Bitmen Studios,Bitmen Studios
9361,Space Court,June,2020,2.99,"20,000","20,000","20,000",Uphill Promise,Uphill Promise
9362,9th Dawn II,October,2016,5.99,"20,000","20,000","20,000",Valorware,Valorware
9363,Just Ride：Apparent Horizon 狂飙：极限视界,May,2019,19.99,"20,000","20,000","20,000",Horus Games,"Horus Games, Cheese Games"
9364,Midnight Mahjong,November,2021,6.99,"20,000","20,000","20,000",AleCubicSoft,OTAKU Plan
9365,3 Stars of Destiny,March,2014,14.99,"20,000","50,000","35,000",Aldorlea Games,Komodo
9366,Landinar: Into the Void,September,2018,19.99,"20,000","50,000","35,000",Convoy Games,Convoy Games
9367,真空战姬,July,2022,6.99,"20,000","20,000","20,000",PEARFLOWER,"PEARFLOWER, LoveStoryProject"
9368,Atelier Shallie: Alchemists of the Dusk Sea DX,January,2020,39.99,"20,000","20,000","20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
9369,The Bonfire: Forsaken Lands,March,2018,7.99,"20,000","20,000","20,000",Xigma Games,Xigma Games
9370,bit Dungeon III,May,2019,4.99,"20,000","50,000","35,000",Kinto Games LLC,Kinto Games LLC
9371,Elliot Quest,November,2014,9.99,"20,000","50,000","35,000",Ansimuz Games,PlayEveryWare
9372,Dungeon Adventure,March,2022,9.99,"20,000","20,000","20,000",娱乐至上 Just for fun,BD Games
9373,Astria Ascending,September,2021,34.99,"20,000","50,000","35,000",Artisan Studios,"Dear Villagers, Maple Whispering Limited"
9374,Invasion: Brain Craving,June,2016,0.99,"500,000","1,000,000","750,000",New Reality Games,New Reality Games
9375,YiYi,March,2022,0.99,"20,000","20,000","20,000",埋月山枯,埋月山枯
9376,ALILIA 亚利利亚的精灵们,April,2019,0.99,"20,000","20,000","20,000",CC.D,冷笑黑妖
9377,Haque,November,2017,14.99,"20,000","20,000","20,000",SuperTry Studios,SuperTry Studios
9378,东方龙隐談 ~ Touhou Chaos of Black Loong,August,2019,9.9,"20,000","20,000","20,000",Lonhong Team,Lonhong Media
9379,Tales of Winds: Tomb of the Sol Empire,December,2017,1.99,"20,000","20,000","20,000",ミナプラス,SakuraGame
9380,Disgaea 6 Complete,June,2022,69.99,"20,000","20,000","20,000","Nippon Ichi Software, Inc.","NIS America, Inc."
9381,I Am Overburdened,November,2017,4.99,"20,000","50,000","35,000",Magic Item Tech,Magic Item Tech
9382,Zombie Exodus,December,2011,7.99,"20,000","20,000","20,000",Hosted Games,Hosted Games
9383,Gordon Streaman,September,2019,12.99,"20,000","20,000","20,000",Brouillard,Brouillard
9384,The DioField Chronicle,September,2022,59.99,"20,000","20,000","20,000","Square Enix, LANCARSE Ltd.",Square Enix
9385,Eclipse,October,2021,13.99,"50,000","100,000","75,000",MadRock,MadRock
9386,Fox Girls Never Play Dirty,November,2021,15.99,"20,000","20,000","20,000",AVANTGARDE,Kagura Games
9387,Undefeated,April,2015,0.59,"20,000","50,000","35,000",Aldorlea Games,Aldorlea Games
9388,Monster X Monster,May,2019,2.99,"20,000","20,000","20,000",VanGame,VanGame
9389,Imprisoned Light,October,2016,0.99,"20,000","50,000","35,000",imaginite Ltd,imaginite Ltd
9390,Feral Blue,October,2019,19.99,"20,000","20,000","20,000",Snowbird Games,Snowbird Games
9391,CODE CRACKER 代码破译者,March,2019,8.99,"20,000","20,000","20,000",致意,致意
9392,Heroes Rise: The Hero Project,September,2013,4.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9393,A Magical High School Girl / 魔法の女子高生,November,2016,9.99,"50,000","100,000","75,000",illuCalab,Sekai Project
9394,眼中的世界 - Conviction -,February,2021,14.99,"20,000","20,000","20,000",Maker製造機,"RMAsia, Light of Creators, Maker製造機"
9395,Crypt of the Serpent King,December,2016,1.99,"20,000","50,000","35,000",Rendercode Games,Rendercode Games
9396,VALHALL: Harbinger - Pre-Beta Testing,October,2020,29.99,"20,000","20,000","20,000",Blackrose Arts,Blackrose Arts
9397,Summoners Fate,June,2022,17.99,"20,000","20,000","20,000","D20Studios, LLC","D20Studios, LLC, WhisperGames"
9398,Destropolis,August,2020,5.99,"20,000","20,000","20,000",Igrek Games,"Games Incubator, PlayWay S.A."
9399,HINGE VR,November,2020,19.99,"20,000","20,000","20,000",Arcadia,Arcadia
9400,Shadows of Kurgansk,December,2016,5.99,"20,000","20,000","20,000",Yadon Studio,Gaijin inCubator
9401,Don't Cheat On Me,January,2021,7.99,"20,000","50,000","35,000",A Normal Monkey Studios,A Normal Monkey Studios
